species,parent1,parent2,offspring,prob
rose,RryyWWss,RRYywwSs,RryyWwss,0.125
rose,RryyWWSs,RRYywwSs,RRYyWwSs,0.125
rose,RryyWWSs,RRYywwSs,RRyyWwSs,0.125
rose,RryyWWSs,RRYywwSs,RrYyWwSs,0.125
rose,RryyWWSs,RRYywwSs,RryyWwSs,0.125
rose,RryyWWSs,RRYywwSs,RRYyWwSS,0.0625
rose,RryyWWSs,RRYywwSs,RRYyWwss,0.0625
rose,RryyWWSs,RRYywwSs,RRyyWwSS,0.0625
rose,RryyWWSs,RRYywwSs,RRyyWwss,0.0625
rose,RryyWWSs,RRYywwSs,RrYyWwSS,0.0625
rose,RryyWWSs,RRYywwSs,RrYyWwss,0.0625
rose,RryyWWSs,RRYywwSs,RryyWwSS,0.0625
rose,RryyWWSs,RRYywwSs,RryyWwss,0.0625
rose,RryyWWSS,RRYywwSs,RRYyWwSS,0.125
rose,RryyWWSS,RRYywwSs,RRYyWwSs,0.125
rose,RryyWWSS,RRYywwSs,RRyyWwSS,0.125
rose,RryyWWSS,RRYywwSs,RRyyWwSs,0.125
rose,RryyWWSS,RRYywwSs,RrYyWwSS,0.125
rose,RryyWWSS,RRYywwSs,RrYyWwSs,0.125
rose,RryyWWSS,RRYywwSs,RryyWwSS,0.125
rose,RryyWWSS,RRYywwSs,RryyWwSs,0.125
rose,RrYywwss,RRYywwSs,RRYywwSs,0.125
rose,RrYywwss,RRYywwSs,RRYywwss,0.125
rose,RrYywwss,RRYywwSs,RrYywwSs,0.125
rose,RrYywwss,RRYywwSs,RrYywwss,0.125
rose,RrYywwss,RRYywwSs,RRYYwwSs,0.0625
rose,RrYywwss,RRYywwSs,RRYYwwss,0.0625
rose,RrYywwss,RRYywwSs,RRyywwSs,0.0625
rose,RrYywwss,RRYywwSs,RRyywwss,0.0625
rose,RrYywwss,RRYywwSs,RrYYwwSs,0.0625
rose,RrYywwss,RRYywwSs,RrYYwwss,0.0625
rose,RrYywwss,RRYywwSs,RryywwSs,0.0625
rose,RrYywwss,RRYywwSs,Rryywwss,0.0625
rose,RrYywwSs,RRYywwSs,RRYywwSs,0.125
rose,RrYywwSs,RRYywwSs,RrYywwSs,0.125
rose,RrYywwSs,RRYywwSs,RRYYwwSs,0.0625
rose,RrYywwSs,RRYywwSs,RRYywwSS,0.0625
rose,RrYywwSs,RRYywwSs,RRYywwss,0.0625
rose,RrYywwSs,RRYywwSs,RRyywwSs,0.0625
rose,RrYywwSs,RRYywwSs,RrYYwwSs,0.0625
rose,RrYywwSs,RRYywwSs,RrYywwSS,0.0625
rose,RrYywwSs,RRYywwSs,RrYywwss,0.0625
rose,RrYywwSs,RRYywwSs,RryywwSs,0.0625
rose,RrYywwSs,RRYywwSs,RRYYwwSS,0.03125
rose,RrYywwSs,RRYywwSs,RRYYwwss,0.03125
rose,RrYywwSs,RRYywwSs,RRyywwSS,0.03125
rose,RrYywwSs,RRYywwSs,RRyywwss,0.03125
rose,RrYywwSs,RRYywwSs,RrYYwwSS,0.03125
rose,RrYywwSs,RRYywwSs,RrYYwwss,0.03125
rose,RrYywwSs,RRYywwSs,RryywwSS,0.03125
rose,RrYywwSs,RRYywwSs,Rryywwss,0.03125
rose,RrYywwSS,RRYywwSs,RRYywwSS,0.125
rose,RrYywwSS,RRYywwSs,RRYywwSs,0.125
rose,RrYywwSS,RRYywwSs,RrYywwSS,0.125
rose,RrYywwSS,RRYywwSs,RrYywwSs,0.125
rose,RrYywwSS,RRYywwSs,RRYYwwSS,0.0625
rose,RrYywwSS,RRYywwSs,RRYYwwSs,0.0625
rose,RrYywwSS,RRYywwSs,RRyywwSS,0.0625
rose,RrYywwSS,RRYywwSs,RRyywwSs,0.0625
rose,RrYywwSS,RRYywwSs,RrYYwwSS,0.0625
rose,RrYywwSS,RRYywwSs,RrYYwwSs,0.0625
rose,RrYywwSS,RRYywwSs,RryywwSS,0.0625
rose,RrYywwSS,RRYywwSs,RryywwSs,0.0625
rose,RrYyWwss,RRYywwSs,RRYyWwSs,0.0625
rose,RrYyWwss,RRYywwSs,RRYyWwss,0.0625
rose,RrYyWwss,RRYywwSs,RRYywwSs,0.0625
rose,RrYyWwss,RRYywwSs,RRYywwss,0.0625
rose,RrYyWwss,RRYywwSs,RrYyWwSs,0.0625
rose,RrYyWwss,RRYywwSs,RrYyWwss,0.0625
rose,RrYyWwss,RRYywwSs,RrYywwSs,0.0625
rose,RrYyWwss,RRYywwSs,RrYywwss,0.0625
rose,RrYyWwss,RRYywwSs,RRYYWwSs,0.03125
rose,RrYyWwss,RRYywwSs,RRYYWwss,0.03125
rose,RrYyWwss,RRYywwSs,RRYYwwSs,0.03125
rose,RrYyWwss,RRYywwSs,RRYYwwss,0.03125
rose,RrYyWwss,RRYywwSs,RRyyWwSs,0.03125
rose,RrYyWwss,RRYywwSs,RRyyWwss,0.03125
rose,RrYyWwss,RRYywwSs,RRyywwSs,0.03125
rose,RrYyWwss,RRYywwSs,RRyywwss,0.03125
rose,RrYyWwss,RRYywwSs,RrYYWwSs,0.03125
rose,RrYyWwss,RRYywwSs,RrYYWwss,0.03125
rose,RrYyWwss,RRYywwSs,RrYYwwSs,0.03125
rose,RrYyWwss,RRYywwSs,RrYYwwss,0.03125
rose,RrYyWwss,RRYywwSs,RryyWwSs,0.03125
rose,RrYyWwss,RRYywwSs,RryyWwss,0.03125
rose,RrYyWwss,RRYywwSs,RryywwSs,0.03125
rose,RrYyWwss,RRYywwSs,Rryywwss,0.03125
rose,RrYyWwSs,RRYywwSs,RRYyWwSs,0.0625
rose,RrYyWwSs,RRYywwSs,RRYywwSs,0.0625
rose,RrYyWwSs,RRYywwSs,RrYyWwSs,0.0625
rose,RrYyWwSs,RRYywwSs,RrYywwSs,0.0625
rose,RrYyWwSs,RRYywwSs,RRYYWwSs,0.03125
rose,RrYyWwSs,RRYywwSs,RRYYwwSs,0.03125
rose,RrYyWwSs,RRYywwSs,RRYyWwSS,0.03125
rose,RrYyWwSs,RRYywwSs,RRYyWwss,0.03125
rose,RrYyWwSs,RRYywwSs,RRYywwSS,0.03125
rose,RrYyWwSs,RRYywwSs,RRYywwss,0.03125
rose,RrYyWwSs,RRYywwSs,RRyyWwSs,0.03125
rose,RrYyWwSs,RRYywwSs,RRyywwSs,0.03125
rose,RrYyWwSs,RRYywwSs,RrYYWwSs,0.03125
rose,RrYyWwSs,RRYywwSs,RrYYwwSs,0.03125
rose,RrYyWwSs,RRYywwSs,RrYyWwSS,0.03125
rose,RrYyWwSs,RRYywwSs,RrYyWwss,0.03125
rose,RrYyWwSs,RRYywwSs,RrYywwSS,0.03125
rose,RrYyWwSs,RRYywwSs,RrYywwss,0.03125
rose,RrYyWwSs,RRYywwSs,RryyWwSs,0.03125
rose,RrYyWwSs,RRYywwSs,RryywwSs,0.03125
rose,RrYyWwSs,RRYywwSs,RRYYWwSS,0.015625
rose,RrYyWwSs,RRYywwSs,RRYYWwss,0.015625
rose,RrYyWwSs,RRYywwSs,RRYYwwSS,0.015625
rose,RrYyWwSs,RRYywwSs,RRYYwwss,0.015625
rose,RrYyWwSs,RRYywwSs,RRyyWwSS,0.015625
rose,RrYyWwSs,RRYywwSs,RRyyWwss,0.015625
rose,RrYyWwSs,RRYywwSs,RRyywwSS,0.015625
rose,RrYyWwSs,RRYywwSs,RRyywwss,0.015625
rose,RrYyWwSs,RRYywwSs,RrYYWwSS,0.015625
rose,RrYyWwSs,RRYywwSs,RrYYWwss,0.015625
rose,RrYyWwSs,RRYywwSs,RrYYwwSS,0.015625
rose,RrYyWwSs,RRYywwSs,RrYYwwss,0.015625
rose,RrYyWwSs,RRYywwSs,RryyWwSS,0.015625
rose,RrYyWwSs,RRYywwSs,RryyWwss,0.015625
rose,RrYyWwSs,RRYywwSs,RryywwSS,0.015625
rose,RrYyWwSs,RRYywwSs,Rryywwss,0.015625
rose,RrYyWwSS,RRYywwSs,RRYyWwSS,0.0625
rose,RrYyWwSS,RRYywwSs,RRYyWwSs,0.0625
rose,RrYyWwSS,RRYywwSs,RRYywwSS,0.0625
rose,RrYyWwSS,RRYywwSs,RRYywwSs,0.0625
rose,RrYyWwSS,RRYywwSs,RrYyWwSS,0.0625
rose,RrYyWwSS,RRYywwSs,RrYyWwSs,0.0625
rose,RrYyWwSS,RRYywwSs,RrYywwSS,0.0625
rose,RrYyWwSS,RRYywwSs,RrYywwSs,0.0625
rose,RrYyWwSS,RRYywwSs,RRYYWwSS,0.03125
rose,RrYyWwSS,RRYywwSs,RRYYWwSs,0.03125
rose,RrYyWwSS,RRYywwSs,RRYYwwSS,0.03125
rose,RrYyWwSS,RRYywwSs,RRYYwwSs,0.03125
rose,RrYyWwSS,RRYywwSs,RRyyWwSS,0.03125
rose,RrYyWwSS,RRYywwSs,RRyyWwSs,0.03125
rose,RrYyWwSS,RRYywwSs,RRyywwSS,0.03125
rose,RrYyWwSS,RRYywwSs,RRyywwSs,0.03125
rose,RrYyWwSS,RRYywwSs,RrYYWwSS,0.03125
rose,RrYyWwSS,RRYywwSs,RrYYWwSs,0.03125
rose,RrYyWwSS,RRYywwSs,RrYYwwSS,0.03125
rose,RrYyWwSS,RRYywwSs,RrYYwwSs,0.03125
rose,RrYyWwSS,RRYywwSs,RryyWwSS,0.03125
rose,RrYyWwSS,RRYywwSs,RryyWwSs,0.03125
rose,RrYyWwSS,RRYywwSs,RryywwSS,0.03125
rose,RrYyWwSS,RRYywwSs,RryywwSs,0.03125
rose,RrYyWWss,RRYywwSs,RRYyWwSs,0.125
rose,RrYyWWss,RRYywwSs,RRYyWwss,0.125
rose,RrYyWWss,RRYywwSs,RrYyWwSs,0.125
rose,RrYyWWss,RRYywwSs,RrYyWwss,0.125
rose,RrYyWWss,RRYywwSs,RRYYWwSs,0.0625
rose,RrYyWWss,RRYywwSs,RRYYWwss,0.0625
rose,RrYyWWss,RRYywwSs,RRyyWwSs,0.0625
rose,RrYyWWss,RRYywwSs,RRyyWwss,0.0625
rose,RrYyWWss,RRYywwSs,RrYYWwSs,0.0625
rose,RrYyWWss,RRYywwSs,RrYYWwss,0.0625
rose,RrYyWWss,RRYywwSs,RryyWwSs,0.0625
rose,RrYyWWss,RRYywwSs,RryyWwss,0.0625
rose,RrYyWWSs,RRYywwSs,RRYyWwSs,0.125
rose,RrYyWWSs,RRYywwSs,RrYyWwSs,0.125
rose,RrYyWWSs,RRYywwSs,RRYYWwSs,0.0625
rose,RrYyWWSs,RRYywwSs,RRYyWwSS,0.0625
rose,RrYyWWSs,RRYywwSs,RRYyWwss,0.0625
rose,RrYyWWSs,RRYywwSs,RRyyWwSs,0.0625
rose,RrYyWWSs,RRYywwSs,RrYYWwSs,0.0625
rose,RrYyWWSs,RRYywwSs,RrYyWwSS,0.0625
rose,RrYyWWSs,RRYywwSs,RrYyWwss,0.0625
rose,RrYyWWSs,RRYywwSs,RryyWwSs,0.0625
rose,RrYyWWSs,RRYywwSs,RRYYWwSS,0.03125
rose,RrYyWWSs,RRYywwSs,RRYYWwss,0.03125
rose,RrYyWWSs,RRYywwSs,RRyyWwSS,0.03125
rose,RrYyWWSs,RRYywwSs,RRyyWwss,0.03125
rose,RrYyWWSs,RRYywwSs,RrYYWwSS,0.03125
rose,RrYyWWSs,RRYywwSs,RrYYWwss,0.03125
rose,RrYyWWSs,RRYywwSs,RryyWwSS,0.03125
rose,RrYyWWSs,RRYywwSs,RryyWwss,0.03125
rose,RrYyWWSS,RRYywwSs,RRYyWwSS,0.125
rose,RrYyWWSS,RRYywwSs,RRYyWwSs,0.125
rose,RrYyWWSS,RRYywwSs,RrYyWwSS,0.125
rose,RrYyWWSS,RRYywwSs,RrYyWwSs,0.125
rose,RrYyWWSS,RRYywwSs,RRYYWwSS,0.0625
rose,RrYyWWSS,RRYywwSs,RRYYWwSs,0.0625
rose,RrYyWWSS,RRYywwSs,RRyyWwSS,0.0625
rose,RrYyWWSS,RRYywwSs,RRyyWwSs,0.0625
rose,RrYyWWSS,RRYywwSs,RrYYWwSS,0.0625
rose,RrYyWWSS,RRYywwSs,RrYYWwSs,0.0625
rose,RrYyWWSS,RRYywwSs,RryyWwSS,0.0625
rose,RrYyWWSS,RRYywwSs,RryyWwSs,0.0625
rose,RrYYwwss,RRYywwSs,RRYYwwSs,0.125
rose,RrYYwwss,RRYywwSs,RRYYwwss,0.125
rose,RrYYwwss,RRYywwSs,RRYywwSs,0.125
rose,RrYYwwss,RRYywwSs,RRYywwss,0.125
rose,RrYYwwss,RRYywwSs,RrYYwwSs,0.125
rose,RrYYwwss,RRYywwSs,RrYYwwss,0.125
rose,RrYYwwss,RRYywwSs,RrYywwSs,0.125
rose,RrYYwwss,RRYywwSs,RrYywwss,0.125
rose,RrYYwwSs,RRYywwSs,RRYYwwSs,0.125
rose,RrYYwwSs,RRYywwSs,RRYywwSs,0.125
rose,RrYYwwSs,RRYywwSs,RrYYwwSs,0.125
rose,RrYYwwSs,RRYywwSs,RrYywwSs,0.125
rose,RrYYwwSs,RRYywwSs,RRYYwwSS,0.0625
rose,RrYYwwSs,RRYywwSs,RRYYwwss,0.0625
rose,RrYYwwSs,RRYywwSs,RRYywwSS,0.0625
rose,RrYYwwSs,RRYywwSs,RRYywwss,0.0625
rose,RrYYwwSs,RRYywwSs,RrYYwwSS,0.0625
rose,RrYYwwSs,RRYywwSs,RrYYwwss,0.0625
rose,RrYYwwSs,RRYywwSs,RrYywwSS,0.0625
rose,RrYYwwSs,RRYywwSs,RrYywwss,0.0625
rose,RrYYwwSS,RRYywwSs,RRYYwwSS,0.125
rose,RrYYwwSS,RRYywwSs,RRYYwwSs,0.125
rose,RrYYwwSS,RRYywwSs,RRYywwSS,0.125
rose,RrYYwwSS,RRYywwSs,RRYywwSs,0.125
rose,RrYYwwSS,RRYywwSs,RrYYwwSS,0.125
rose,RrYYwwSS,RRYywwSs,RrYYwwSs,0.125
rose,RrYYwwSS,RRYywwSs,RrYywwSS,0.125
rose,RrYYwwSS,RRYywwSs,RrYywwSs,0.125
rose,RrYYWwss,RRYywwSs,RRYYWwSs,0.0625
rose,RrYYWwss,RRYywwSs,RRYYWwss,0.0625
rose,RrYYWwss,RRYywwSs,RRYYwwSs,0.0625
rose,RrYYWwss,RRYywwSs,RRYYwwss,0.0625
rose,RrYYWwss,RRYywwSs,RRYyWwSs,0.0625
rose,RrYYWwss,RRYywwSs,RRYyWwss,0.0625
rose,RrYYWwss,RRYywwSs,RRYywwSs,0.0625
rose,RrYYWwss,RRYywwSs,RRYywwss,0.0625
rose,RrYYWwss,RRYywwSs,RrYYWwSs,0.0625
rose,RrYYWwss,RRYywwSs,RrYYWwss,0.0625
rose,RrYYWwss,RRYywwSs,RrYYwwSs,0.0625
rose,RrYYWwss,RRYywwSs,RrYYwwss,0.0625
rose,RrYYWwss,RRYywwSs,RrYyWwSs,0.0625
rose,RrYYWwss,RRYywwSs,RrYyWwss,0.0625
rose,RrYYWwss,RRYywwSs,RrYywwSs,0.0625
rose,RrYYWwss,RRYywwSs,RrYywwss,0.0625
rose,RrYYWwSs,RRYywwSs,RRYYWwSs,0.0625
rose,RrYYWwSs,RRYywwSs,RRYYwwSs,0.0625
rose,RrYYWwSs,RRYywwSs,RRYyWwSs,0.0625
rose,RrYYWwSs,RRYywwSs,RRYywwSs,0.0625
rose,RrYYWwSs,RRYywwSs,RrYYWwSs,0.0625
rose,RrYYWwSs,RRYywwSs,RrYYwwSs,0.0625
rose,RrYYWwSs,RRYywwSs,RrYyWwSs,0.0625
rose,RrYYWwSs,RRYywwSs,RrYywwSs,0.0625
rose,RrYYWwSs,RRYywwSs,RRYYWwSS,0.03125
rose,RrYYWwSs,RRYywwSs,RRYYWwss,0.03125
rose,RrYYWwSs,RRYywwSs,RRYYwwSS,0.03125
rose,RrYYWwSs,RRYywwSs,RRYYwwss,0.03125
rose,RrYYWwSs,RRYywwSs,RRYyWwSS,0.03125
rose,RrYYWwSs,RRYywwSs,RRYyWwss,0.03125
rose,RrYYWwSs,RRYywwSs,RRYywwSS,0.03125
rose,RrYYWwSs,RRYywwSs,RRYywwss,0.03125
rose,RrYYWwSs,RRYywwSs,RrYYWwSS,0.03125
rose,RrYYWwSs,RRYywwSs,RrYYWwss,0.03125
rose,RrYYWwSs,RRYywwSs,RrYYwwSS,0.03125
rose,RrYYWwSs,RRYywwSs,RrYYwwss,0.03125
rose,RrYYWwSs,RRYywwSs,RrYyWwSS,0.03125
rose,RrYYWwSs,RRYywwSs,RrYyWwss,0.03125
rose,RrYYWwSs,RRYywwSs,RrYywwSS,0.03125
rose,RrYYWwSs,RRYywwSs,RrYywwss,0.03125
rose,RrYYWwSS,RRYywwSs,RRYYWwSS,0.0625
rose,RrYYWwSS,RRYywwSs,RRYYWwSs,0.0625
rose,RrYYWwSS,RRYywwSs,RRYYwwSS,0.0625
rose,RrYYWwSS,RRYywwSs,RRYYwwSs,0.0625
rose,RrYYWwSS,RRYywwSs,RRYyWwSS,0.0625
rose,RrYYWwSS,RRYywwSs,RRYyWwSs,0.0625
rose,RrYYWwSS,RRYywwSs,RRYywwSS,0.0625
rose,RrYYWwSS,RRYywwSs,RRYywwSs,0.0625
rose,RrYYWwSS,RRYywwSs,RrYYWwSS,0.0625
rose,RrYYWwSS,RRYywwSs,RrYYWwSs,0.0625
rose,RrYYWwSS,RRYywwSs,RrYYwwSS,0.0625
rose,RrYYWwSS,RRYywwSs,RrYYwwSs,0.0625
rose,RrYYWwSS,RRYywwSs,RrYyWwSS,0.0625
rose,RrYYWwSS,RRYywwSs,RrYyWwSs,0.0625
rose,RrYYWwSS,RRYywwSs,RrYywwSS,0.0625
rose,RrYYWwSS,RRYywwSs,RrYywwSs,0.0625
rose,RrYYWWss,RRYywwSs,RRYYWwSs,0.125
rose,RrYYWWss,RRYywwSs,RRYYWwss,0.125
rose,RrYYWWss,RRYywwSs,RRYyWwSs,0.125
rose,RrYYWWss,RRYywwSs,RRYyWwss,0.125
rose,RrYYWWss,RRYywwSs,RrYYWwSs,0.125
rose,RrYYWWss,RRYywwSs,RrYYWwss,0.125
rose,RrYYWWss,RRYywwSs,RrYyWwSs,0.125
rose,RrYYWWss,RRYywwSs,RrYyWwss,0.125
rose,RrYYWWSs,RRYywwSs,RRYYWwSs,0.125
rose,RrYYWWSs,RRYywwSs,RRYyWwSs,0.125
rose,RrYYWWSs,RRYywwSs,RrYYWwSs,0.125
rose,RrYYWWSs,RRYywwSs,RrYyWwSs,0.125
rose,RrYYWWSs,RRYywwSs,RRYYWwSS,0.0625
rose,RrYYWWSs,RRYywwSs,RRYYWwss,0.0625
rose,RrYYWWSs,RRYywwSs,RRYyWwSS,0.0625
rose,RrYYWWSs,RRYywwSs,RRYyWwss,0.0625
rose,RrYYWWSs,RRYywwSs,RrYYWwSS,0.0625
rose,RrYYWWSs,RRYywwSs,RrYYWwss,0.0625
rose,RrYYWWSs,RRYywwSs,RrYyWwSS,0.0625
rose,RrYYWWSs,RRYywwSs,RrYyWwss,0.0625
rose,RrYYWWSS,RRYywwSs,RRYYWwSS,0.125
rose,RrYYWWSS,RRYywwSs,RRYYWwSs,0.125
rose,RrYYWWSS,RRYywwSs,RRYyWwSS,0.125
rose,RrYYWWSS,RRYywwSs,RRYyWwSs,0.125
rose,RrYYWWSS,RRYywwSs,RrYYWwSS,0.125
rose,RrYYWWSS,RRYywwSs,RrYYWwSs,0.125
rose,RrYYWWSS,RRYywwSs,RrYyWwSS,0.125
rose,RrYYWWSS,RRYywwSs,RrYyWwSs,0.125
rose,RRyywwss,RRYywwSs,RRYywwSs,0.25
rose,RRyywwss,RRYywwSs,RRYywwss,0.25
rose,RRyywwss,RRYywwSs,RRyywwSs,0.25
rose,RRyywwss,RRYywwSs,RRyywwss,0.25
rose,RRyywwSs,RRYywwSs,RRYywwSs,0.25
rose,RRyywwSs,RRYywwSs,RRyywwSs,0.25
rose,RRyywwSs,RRYywwSs,RRYywwSS,0.125
rose,RRyywwSs,RRYywwSs,RRYywwss,0.125
rose,RRyywwSs,RRYywwSs,RRyywwSS,0.125
rose,RRyywwSs,RRYywwSs,RRyywwss,0.125
rose,RRyywwSS,RRYywwSs,RRYywwSS,0.25
rose,RRyywwSS,RRYywwSs,RRYywwSs,0.25
rose,RRyywwSS,RRYywwSs,RRyywwSS,0.25
rose,RRyywwSS,RRYywwSs,RRyywwSs,0.25
rose,RRyyWwss,RRYywwSs,RRYyWwSs,0.125
rose,RRyyWwss,RRYywwSs,RRYyWwss,0.125
rose,RRyyWwss,RRYywwSs,RRYywwSs,0.125
rose,RRyyWwss,RRYywwSs,RRYywwss,0.125
rose,RRyyWwss,RRYywwSs,RRyyWwSs,0.125
rose,RRyyWwss,RRYywwSs,RRyyWwss,0.125
rose,RRyyWwss,RRYywwSs,RRyywwSs,0.125
rose,RRyyWwss,RRYywwSs,RRyywwss,0.125
rose,RRyyWwSs,RRYywwSs,RRYyWwSs,0.125
rose,RRyyWwSs,RRYywwSs,RRYywwSs,0.125
rose,RRyyWwSs,RRYywwSs,RRyyWwSs,0.125
rose,RRyyWwSs,RRYywwSs,RRyywwSs,0.125
rose,RRyyWwSs,RRYywwSs,RRYyWwSS,0.0625
rose,RRyyWwSs,RRYywwSs,RRYyWwss,0.0625
rose,RRyyWwSs,RRYywwSs,RRYywwSS,0.0625
rose,RRyyWwSs,RRYywwSs,RRYywwss,0.0625
rose,RRyyWwSs,RRYywwSs,RRyyWwSS,0.0625
rose,RRyyWwSs,RRYywwSs,RRyyWwss,0.0625
rose,RRyyWwSs,RRYywwSs,RRyywwSS,0.0625
rose,RRyyWwSs,RRYywwSs,RRyywwss,0.0625
rose,RRyyWwSS,RRYywwSs,RRYyWwSS,0.125
rose,RRyyWwSS,RRYywwSs,RRYyWwSs,0.125
rose,RRyyWwSS,RRYywwSs,RRYywwSS,0.125
rose,RRyyWwSS,RRYywwSs,RRYywwSs,0.125
rose,RRyyWwSS,RRYywwSs,RRyyWwSS,0.125
rose,RRyyWwSS,RRYywwSs,RRyyWwSs,0.125
rose,RRyyWwSS,RRYywwSs,RRyywwSS,0.125
rose,RRyyWwSS,RRYywwSs,RRyywwSs,0.125
rose,RRyyWWss,RRYywwSs,RRYyWwSs,0.25
rose,RRyyWWss,RRYywwSs,RRYyWwss,0.25
rose,RRyyWWss,RRYywwSs,RRyyWwSs,0.25
rose,RRyyWWss,RRYywwSs,RRyyWwss,0.25
rose,RRyyWWSs,RRYywwSs,RRYyWwSs,0.25
rose,RRyyWWSs,RRYywwSs,RRyyWwSs,0.25
rose,RRyyWWSs,RRYywwSs,RRYyWwSS,0.125
rose,RRyyWWSs,RRYywwSs,RRYyWwss,0.125
rose,RRyyWWSs,RRYywwSs,RRyyWwSS,0.125
rose,RRyyWWSs,RRYywwSs,RRyyWwss,0.125
rose,RRyyWWSS,RRYywwSs,RRYyWwSS,0.25
rose,RRyyWWSS,RRYywwSs,RRYyWwSs,0.25
rose,RRyyWWSS,RRYywwSs,RRyyWwSS,0.25
rose,RRyyWWSS,RRYywwSs,RRyyWwSs,0.25
rose,RRYywwss,RRYywwSs,RRYywwSs,0.25
rose,RRYywwss,RRYywwSs,RRYywwss,0.25
rose,RRYywwss,RRYywwSs,RRYYwwSs,0.125
rose,RRYywwss,RRYywwSs,RRYYwwss,0.125
rose,RRYywwss,RRYywwSs,RRyywwSs,0.125
rose,RRYywwss,RRYywwSs,RRyywwss,0.125
rose,RRYywwSs,RRYywwSs,RRYywwSs,0.25
rose,RRYywwSs,RRYywwSs,RRYYwwSs,0.125
rose,RRYywwSs,RRYywwSs,RRYywwSS,0.125
rose,RRYywwSs,RRYywwSs,RRYywwss,0.125
rose,RRYywwSs,RRYywwSs,RRyywwSs,0.125
rose,RRYywwSs,RRYywwSs,RRYYwwSS,0.0625
rose,RRYywwSs,RRYywwSs,RRYYwwss,0.0625
rose,RRYywwSs,RRYywwSs,RRyywwSS,0.0625
rose,RRYywwSs,RRYywwSs,RRyywwss,0.0625
rose,rryywwss,RRYywwSS,RrYywwSs,0.5
rose,rryywwss,RRYywwSS,RryywwSs,0.5
rose,rryywwSs,RRYywwSS,RrYywwSS,0.25
rose,rryywwSs,RRYywwSS,RrYywwSs,0.25
rose,rryywwSs,RRYywwSS,RryywwSS,0.25
rose,rryywwSs,RRYywwSS,RryywwSs,0.25
rose,rryywwSS,RRYywwSS,RrYywwSS,0.5
rose,rryywwSS,RRYywwSS,RryywwSS,0.5
rose,rryyWwss,RRYywwSS,RrYyWwSs,0.25
rose,rryyWwss,RRYywwSS,RrYywwSs,0.25
rose,rryyWwss,RRYywwSS,RryyWwSs,0.25
rose,rryyWwss,RRYywwSS,RryywwSs,0.25
rose,rryyWwSs,RRYywwSS,RrYyWwSS,0.125
rose,rryyWwSs,RRYywwSS,RrYyWwSs,0.125
rose,rryyWwSs,RRYywwSS,RrYywwSS,0.125
rose,rryyWwSs,RRYywwSS,RrYywwSs,0.125
rose,rryyWwSs,RRYywwSS,RryyWwSS,0.125
rose,rryyWwSs,RRYywwSS,RryyWwSs,0.125
rose,rryyWwSs,RRYywwSS,RryywwSS,0.125
rose,rryyWwSs,RRYywwSS,RryywwSs,0.125
rose,rryyWwSS,RRYywwSS,RrYyWwSS,0.25
rose,rryyWwSS,RRYywwSS,RrYywwSS,0.25
rose,rryyWwSS,RRYywwSS,RryyWwSS,0.25
rose,rryyWwSS,RRYywwSS,RryywwSS,0.25
rose,rryyWWss,RRYywwSS,RrYyWwSs,0.5
rose,rryyWWss,RRYywwSS,RryyWwSs,0.5
rose,rryyWWSs,RRYywwSS,RrYyWwSS,0.25
rose,rryyWWSs,RRYywwSS,RrYyWwSs,0.25
rose,rryyWWSs,RRYywwSS,RryyWwSS,0.25
rose,rryyWWSs,RRYywwSS,RryyWwSs,0.25
rose,rryyWWSS,RRYywwSS,RrYyWwSS,0.5
rose,rryyWWSS,RRYywwSS,RryyWwSS,0.5
rose,rrYywwss,RRYywwSS,RrYywwSs,0.5
rose,rrYywwss,RRYywwSS,RrYYwwSs,0.25
rose,rrYywwss,RRYywwSS,RryywwSs,0.25
rose,rrYywwSs,RRYywwSS,RrYywwSS,0.25
rose,rrYywwSs,RRYywwSS,RrYywwSs,0.25
rose,rrYywwSs,RRYywwSS,RrYYwwSS,0.125
rose,rrYywwSs,RRYywwSS,RrYYwwSs,0.125
rose,rrYywwSs,RRYywwSS,RryywwSS,0.125
rose,rrYywwSs,RRYywwSS,RryywwSs,0.125
rose,rrYywwSS,RRYywwSS,RrYywwSS,0.5
rose,rrYywwSS,RRYywwSS,RrYYwwSS,0.25
rose,rrYywwSS,RRYywwSS,RryywwSS,0.25
rose,rrYyWwss,RRYywwSS,RrYyWwSs,0.25
rose,rrYyWwss,RRYywwSS,RrYywwSs,0.25
rose,rrYyWwss,RRYywwSS,RrYYWwSs,0.125
rose,rrYyWwss,RRYywwSS,RrYYwwSs,0.125
rose,rrYyWwss,RRYywwSS,RryyWwSs,0.125
rose,rrYyWwss,RRYywwSS,RryywwSs,0.125
rose,rrYyWwSs,RRYywwSS,RrYyWwSS,0.125
rose,rrYyWwSs,RRYywwSS,RrYyWwSs,0.125
rose,rrYyWwSs,RRYywwSS,RrYywwSS,0.125
rose,rrYyWwSs,RRYywwSS,RrYywwSs,0.125
rose,rrYyWwSs,RRYywwSS,RrYYWwSS,0.0625
rose,rrYyWwSs,RRYywwSS,RrYYWwSs,0.0625
rose,rrYyWwSs,RRYywwSS,RrYYwwSS,0.0625
rose,rrYyWwSs,RRYywwSS,RrYYwwSs,0.0625
rose,rrYyWwSs,RRYywwSS,RryyWwSS,0.0625
rose,rrYyWwSs,RRYywwSS,RryyWwSs,0.0625
rose,rrYyWwSs,RRYywwSS,RryywwSS,0.0625
